Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago,User
-0.5574,Mon Feb 05 21:45:39 +0000 2018,0.159,0.841,0.0,"Employees at Newsweek have been told that editor-in-chief Bob Roe and executive editor Ken Li have been fired, sour… https://t.co/v31DuCzHSi",74,@CNN
-0.6249,Mon Feb 05 21:32:08 +0000 2018,0.17,0.83,0.0,"The Dow Jones stock index was down 1,175 points at the closing bell, its worst closing point decline on record… https://t.co/JLKlRDJOvw",75,@CNN
-0.4939,Mon Feb 05 21:30:17 +0000 2018,0.132,0.868,0.0,RT @CNNPolitics: Schiff says President Trump has “his own enemies list”: “Anyone who is involved in the Russia investigation is basically o…,76,@CNN
0.0,Mon Feb 05 21:18:00 +0000 2018,0.0,1.0,0.0,"Rep. Adam Schiff responds to Trump's tweet about him, saying it may be time for chief of staff John Kelly to give t… https://t.co/EcYAWkQIvY",77,@CNN
0.0,Mon Feb 05 21:10:59 +0000 2018,0.0,1.0,0.0,"BREAKING: The Dow fell more than 1,100 points, or about 4.6%, for its largest single-day point decline ever. At one… https://t.co/EFHFf7V49m",78,@CNN
-0.1531,Mon Feb 05 20:50:27 +0000 2018,0.078,0.922,0.0,"The markets plunged Monday, with the Dow falling nearly 1,600 points -- the largest intraday point decline ever --… https://t.co/JEuBBXqR49",79,@CNN
0.0,Mon Feb 05 20:45:26 +0000 2018,0.0,1.0,0.0,"As the stock market drops, CNN's Rana Foroohar cautions: ""Sit tight. Don't do anything for the next few weeks unles… https://t.co/E0KnxP5RI3",80,@CNN
0.0,Mon Feb 05 20:40:41 +0000 2018,0.0,1.0,0.0,Four stats that put today's plunging Dow in perspective https://t.co/2cvrnoLRfc https://t.co/hT9AOSl1Mh,81,@CNN
-0.3182,Mon Feb 05 20:34:33 +0000 2018,0.113,0.887,0.0,"President Trump mocked some Democrats for their reactions to his State of the Union speech, calling their responses… https://t.co/2zhg2n3pg9",82,@CNN
-0.0258,Mon Feb 05 20:22:10 +0000 2018,0.073,0.927,0.0,President Trump touts the economy and tax legislation as the stock market dips https://t.co/WTR8PlnFxO https://t.co/47Y9hBiOc6,83,@CNN
0.0,Mon Feb 05 20:15:48 +0000 2018,0.0,1.0,0.0,RT @CNNMoney: UPDATE: Dow plunges 1200+ points. https://t.co/M7MneHgANj,84,@CNN
0.0,Mon Feb 05 20:15:04 +0000 2018,0.0,1.0,0.0,RT @CNNPolitics: Trump talks about the 2018 midterm elections: “We’ve got to get out there and win” https://t.co/yJUlxCI7gN,85,@CNN
0.743,Mon Feb 05 20:10:05 +0000 2018,0.0,0.704,0.296,A CNN employee found sensitive Department of Homeland Security reports about protecting the Super Bowl from terrori… https://t.co/0HAeul2plj,86,@CNN
-0.3412,Mon Feb 05 20:08:17 +0000 2018,0.118,0.882,0.0,"President Trump speaks in Ohio: ""This is not a good day for Nancy Pelosi. ... She's our secret weapon""… https://t.co/4sIO5cbH4a",87,@CNN
0.0,Mon Feb 05 20:00:45 +0000 2018,0.0,1.0,0.0,Philadelphia Eagles star Malcolm Jenkins says he intends to skip the team's visit to the White House to commemorate… https://t.co/17EaG8N5GL,88,@CNN
-0.128,Mon Feb 05 19:55:07 +0000 2018,0.143,0.857,0.0,Market mayhem puts President Trump in a tough spot https://t.co/soJw6kRtdh https://t.co/43BpTvlVDp,89,@CNN
-0.7351,Mon Feb 05 19:50:05 +0000 2018,0.286,0.714,0.0,Former USA Gymnastics doctor Larry Nassar sentenced to 40 to 125 years in prison after pleading guilty to three cou… https://t.co/c9Thz5xznX,90,@CNN
0.0,Mon Feb 05 19:46:49 +0000 2018,0.0,1.0,0.0,"President Trump tells Ohio workers, ""America is once again open for business. ... We're bringing back those four ma… https://t.co/GKXBQIzc0t",91,@CNN
0.0,Mon Feb 05 19:40:17 +0000 2018,0.0,1.0,0.0,Dozens of ancient Mayan cities have been uncovered by laser mapping https://t.co/gTHuoFyhHs https://t.co/NefV2bhTvv,92,@CNN
0.0,Mon Feb 05 19:36:32 +0000 2018,0.0,1.0,0.0,President Trump talks to workers about tax reform after touring a manufacturing plant in Ohio. Watch CNN:… https://t.co/ij4bAvzTqJ,93,@CNN
0.3182,Mon Feb 05 19:30:05 +0000 2018,0.0,0.887,0.113,Jeff Bezos and Elon Musk exchanged social media pleasantries ahead of the much-hyped launch of SpaceX's Falcon Heav… https://t.co/pBPih2Yhoc,94,@CNN
0.0,Mon Feb 05 19:20:13 +0000 2018,0.0,1.0,0.0,Read Judge Janice Cunningham's statement to Larry Nassar https://t.co/fBP8HXJwV8 https://t.co/s8Y8xF26pC,95,@CNN
0.34,Mon Feb 05 19:10:13 +0000 2018,0.089,0.766,0.145,"Positive train control, or PTC, can automatically slow down and stop a train if it senses the locomotive is going t… https://t.co/wdCtzb5hsv",96,@CNN
0.5994,Mon Feb 05 19:00:12 +0000 2018,0.0,0.755,0.245,Why this year's Super Bowl ads pulled punches on President Trump https://t.co/0kHKbDOoF4 https://t.co/izyviWKpqU,97,@CNN
0.2263,Mon Feb 05 18:50:04 +0000 2018,0.0,0.899,0.101,"Without proper diagnoses or informed consent, people with dementia in nursing homes are being controlled by antipsy… https://t.co/WuC2ucU8Px",98,@CNN
0.0,Mon Feb 05 18:40:11 +0000 2018,0.0,1.0,0.0,President Trump's nominee to be ambassador to Barbados and several other Caribbean countries spread fringe conspira… https://t.co/f0WIPV2BQf,99,@CNN
0.0,Tue Feb 06 05:15:00 +0000 2018,0.0,1.0,0.0,Levin on FISA Controversy: #Obama Likely Knew '@HillaryClinton Paid for a Warrant' https://t.co/2vxuRFB5MW,0,@FoxNews
0.6249,Tue Feb 06 05:10:03 +0000 2018,0.0,0.823,0.177,".@POTUS: “We’re one team, one people, and one family and we’re saluting one, great American flag and everybody stoo… https://t.co/mQ5VuF4RqY",1,@FoxNews
0.5859,Tue Feb 06 05:05:03 +0000 2018,0.0,0.769,0.231,Soldier Surprise: A #Missouri soldier gave his son a special birthday present when he returned home early and surpr… https://t.co/zM5ANPO7Ge,2,@FoxNews
0.0,Tue Feb 06 05:00:55 +0000 2018,0.0,1.0,0.0,"Marines secretly recorded hazing at Camp Pendleton barracks, report says https://t.co/bCluWSb2XD",3,@FoxNews
-0.6808,Tue Feb 06 04:50:50 +0000 2018,0.359,0.641,0.0,OPINION: Parents furious after school cancels father-daughter dance over gender issues https://t.co/HZAiNZqWy6,4,@FoxNews
0.4767,Tue Feb 06 04:43:00 +0000 2018,0.0,0.846,0.154,".@TuckerCarlson: ""For the first time in generations Americans have reason to believe that our intelligence and law… https://t.co/7WFFk4vWUE",5,@FoxNews
-0.8442,Tue Feb 06 04:37:36 +0000 2018,0.403,0.597,0.0,"Edwin Jackson, Indianapolis Colts linebacker, was killed by an illegal immigrant, police say https://t.co/d99vfkSSke",6,@FoxNews
-0.5267,Tue Feb 06 04:34:00 +0000 2018,0.195,0.805,0.0,#Trump slams 'Little' @RepAdamSchiff as 'one of the biggest liars and leakers' in Washington https://t.co/ah4A5ohQSB,7,@FoxNews
0.0,Tue Feb 06 04:29:18 +0000 2018,0.0,1.0,0.0,".@RepBrianFitz: ""The overwhelming majority of people that go into the FBI go in there because they're not political… https://t.co/2Q2v9kjiWV",8,@FoxNews
0.4404,Tue Feb 06 04:25:00 +0000 2018,0.0,0.805,0.195,Philadelphia aims to become first US city to legalize safe injection sites https://t.co/S2Ec6msv8l,9,@FoxNews
0.0,Tue Feb 06 04:18:36 +0000 2018,0.0,1.0,0.0,".@POTUS: “Your paychecks are going way up, your taxes are going way down…America is once again open for business."" https://t.co/OAqWB1Fg8T",10,@FoxNews
0.0,Tue Feb 06 04:10:00 +0000 2018,0.0,1.0,0.0,"Nunes sets sights on State Department next, says FISA memo only 'phase one' https://t.co/MZh6oCcGYv",11,@FoxNews
-0.4118,Tue Feb 06 04:05:56 +0000 2018,0.126,0.874,0.0,"Victor Davis Hanson: ""[Carter Page] wouldn't have been where he is had there not been this crazy, mythographic doss… https://t.co/eWqRbKwbZZ",12,@FoxNews
0.0,Tue Feb 06 03:58:43 +0000 2018,0.0,1.0,0.0,".@MZHemingway: ""[Carter Page] is a man who's had all the power of the federal government going up against him.""… https://t.co/OOovLhCaov",13,@FoxNews
0.3612,Tue Feb 06 03:55:17 +0000 2018,0.0,0.894,0.106,"""He was just trying to make himself look like more of an insider than he was.""  - @ByronYork on Carter Page calling… https://t.co/ikev4Zadc5",14,@FoxNews
0.0,Tue Feb 06 03:46:42 +0000 2018,0.0,1.0,0.0,"Carter Page on his role in the #Trump campaign: ""I was an informal, unpaid adviser..."" https://t.co/h69tYvFn4U… https://t.co/AJ5YAqHx0A",15,@FoxNews
0.0,Tue Feb 06 03:35:59 +0000 2018,0.0,1.0,0.0,".@DonaldJTrumpJr talked about the FISA memo with @TuckerCarlson Monday, saying, ""When you hear this stuff going on,… https://t.co/sryjrtjv6r",16,@FoxNews
0.0,Tue Feb 06 03:35:59 +0000 2018,0.0,1.0,0.0,"Carter Page on on his Russia connections: ""I've never met [Igor] Sechin in my life."" https://t.co/h69tYvFn4U… https://t.co/loaro6kuDW",17,@FoxNews
0.4522,Tue Feb 06 03:27:14 +0000 2018,0.0,0.876,0.124,"Carter Page on his role in #Trump campaign: ""It was really impossible to help out in any way because... the attacks… https://t.co/3bclJ8zRzA",18,@FoxNews
-0.5849,Tue Feb 06 03:21:39 +0000 2018,0.153,0.847,0.0,"Carter Page on GOP memo: ""There [were] a lot of details that kept dripping out and it sounded really bad, and when… https://t.co/JkGJfwNP9p",19,@FoxNews
0.0,Tue Feb 06 03:16:19 +0000 2018,0.0,1.0,0.0,"Carter Page's role in the #Trump campaign, @edhenry reports https://t.co/h69tYvFn4U https://t.co/wFRcvQPqDG",20,@FoxNews
0.6369,Tue Feb 06 03:09:46 +0000 2018,0.0,0.743,0.257,".@IngrahamAngle: ""@DevinNunes' work to ensure the integrity of both the #Clinton and the Mueller investigations sho… https://t.co/EBr2wNanX6",21,@FoxNews
-0.0772,Tue Feb 06 03:04:55 +0000 2018,0.169,0.712,0.12,".@DevinNunes: ""I think the conflict that you're describing, which no one on the left seems to care about or the mai… https://t.co/uhN1jrZ4cr",22,@FoxNews
0.0,Tue Feb 06 03:01:09 +0000 2018,0.0,1.0,0.0,".@realDonaldTrump tweeted how America is ""open for business"" after delivering remarks on tax reform and legislation… https://t.co/L0aCMho0Nu",23,@FoxNews
0.0,Tue Feb 06 02:57:41 +0000 2018,0.105,0.789,0.105,".@DevinNunes: ""We just have to continue to play the game with them, unfortunately, that they will continue to drop… https://t.co/zwGxBbqvJ8",24,@FoxNews
-0.2023,Tue Feb 06 02:47:41 +0000 2018,0.091,0.909,0.0,".@DevinNunes: ""I just go by the old rule: whatever they accuse you of doing, they're actually doing."" #Hannity https://t.co/F6U3wFsoOc",25,@FoxNews
0.6808,Tue Feb 06 02:45:09 +0000 2018,0.0,0.728,0.272,".@DevinNunes: ""It seems like the counter intelligence investigation should've been opened up against the Hillary ca… https://t.co/3RIi06DDKv",26,@FoxNews
-0.34,Tue Feb 06 02:42:51 +0000 2018,0.135,0.8,0.065,".@DevinNunes: ""I think the bigger problem, challenge here, is that the mainstream media is totally uninterested in… https://t.co/upI4G3KHL8",27,@FoxNews
0.0,Tue Feb 06 02:40:39 +0000 2018,0.0,1.0,0.0,".@DevinNunes: ""We're going to try to ask the court whether or not they will provide the transcripts of the 4 procee… https://t.co/siS3Ae7LSw",28,@FoxNews
0.0,Tue Feb 06 02:30:06 +0000 2018,0.0,1.0,0.0,TUNE IN: Carter Page joins “The @IngrahamAngle” to discuss the Nunes memo TONIGHT at 10p ET on Fox News Channel. https://t.co/i6D30x2Rr7,29,@FoxNews
0.0,Tue Feb 06 02:18:48 +0000 2018,0.0,1.0,0.0,VIDEO: Woman says she was burned by 'blowtorch' hair dryer https://t.co/ZIoUVKS9Gm,30,@FoxNews
0.5994,Tue Feb 06 02:07:29 +0000 2018,0.0,0.769,0.231,Here are the Philadelphia @Eagles who plan to skip @WhiteHouse Super Bowl visit https://t.co/anZtk81uTY,31,@FoxNews
0.0,Tue Feb 06 01:52:10 +0000 2018,0.0,1.0,0.0,Christopher Steele is no-show in London court in civil case over dossier https://t.co/BMc9z0JS7S,32,@FoxNews
0.3182,Tue Feb 06 01:44:39 +0000 2018,0.0,0.892,0.108,".@DonaldJTrumpJr: ""I think we have to open everything up, you know, listen to the Democratic memo - I'm sure that'l… https://t.co/R5QdhVMmeq",33,@FoxNews
-0.3862,Tue Feb 06 01:32:44 +0000 2018,0.127,0.873,0.0,".@DonaldJTrumpJr on FISA memo: ""Americans should be a little bit scared about what's going on right now. Where you… https://t.co/vbLvZn6lvS",34,@FoxNews
0.4767,Tue Feb 06 01:27:20 +0000 2018,0.0,0.819,0.181,".@MarkSteynOnline: ""There's a point at which there's a legitimate intelligence community and then there's a point a… https://t.co/NliaXVzSyH",35,@FoxNews
0.4767,Tue Feb 06 01:15:06 +0000 2018,0.0,0.846,0.154,".@TuckerCarlson: ""For the first time in generations Americans have reason to believe that our intelligence and law… https://t.co/bxPxFAuT1Q",36,@FoxNews
0.0,Tue Feb 06 01:04:00 +0000 2018,0.0,1.0,0.0,COMING UP: @DonaldJTrumpJr joins @TuckerCarlson tonight on Fox News Channel at 8p ET.  #Tucker,37,@FoxNews
-0.34,Tue Feb 06 00:58:19 +0000 2018,0.236,0.764,0.0,Uniformed officer asked to leave 'gun-free' @Outback Steakhouse because of service weapon https://t.co/D6O92Hvqv4,38,@FoxNews
-0.836,Tue Feb 06 00:49:38 +0000 2018,0.467,0.533,0.0,"Deputy killed, 2 officers hurt in Colorado Springs shooting, police say https://t.co/jfOqNAHrHZ",39,@FoxNews
0.0,Tue Feb 06 00:48:24 +0000 2018,0.0,1.0,0.0,"RT @FoxBusiness: .@AnthemInc on Monday said it would contribute retirement savings for more than 58,000 current and former employees, joini…",40,@FoxNews
0.0,Tue Feb 06 00:46:30 +0000 2018,0.0,1.0,0.0,College Students Oppose @BarackObama Remarks When Told They're From @realDonaldTrump https://t.co/LVe5BpMMsn,41,@FoxNews
-0.5719,Tue Feb 06 00:37:52 +0000 2018,0.188,0.812,0.0,".@GovMikeHuckabee: ""[It] makes Americans furious when they hear about sanctuary cities &amp; sanctuary states. We'd lik… https://t.co/ZXYTLOhz9w",42,@FoxNews
0.4588,Tue Feb 06 00:29:19 +0000 2018,0.0,0.773,0.227,".@GovMikeHuckabee on why some Americans want a wall: ""...We don't want people coming in &amp; giving us the American ni… https://t.co/dzNVvg4nG1",43,@FoxNews
0.0,Tue Feb 06 00:21:38 +0000 2018,0.0,1.0,0.0,"RT @MikeEmanuelFox: House GOPers meet to discuss government funding ahead of deadline -from #SpecialReport tonight:

https://t.co/j8SxJQTJha",44,@FoxNews
0.0,Tue Feb 06 00:19:36 +0000 2018,0.0,1.0,0.0,Doritos to make 'lady-friendly' chips that don't crunch for women https://t.co/IHMswJWn37,45,@FoxNews
0.0,Tue Feb 06 00:08:36 +0000 2018,0.0,1.0,0.0,".@guypbenson on tax reform: ""The proof is now in the pudding and in the form of paychecks.""  #SpecialReport https://t.co/02TewfCJDf",46,@FoxNews
-0.6808,Tue Feb 06 00:06:38 +0000 2018,0.359,0.641,0.0,OPINION: Parents furious as school cancels father-daughter dance over gender issues https://t.co/HZAiNZqWy6,47,@FoxNews
0.3818,Mon Feb 05 23:57:54 +0000 2018,0.0,0.874,0.126,".@MoElleithee on stock market plunge: ""Is this going to change the political dynamic heading into the midterm year,… https://t.co/J1FWwqa8bs",48,@FoxNews
0.0,Mon Feb 05 23:50:16 +0000 2018,0.0,1.0,0.0,".@KimStrassel: ""The economy has not materially changed from Friday until Monday, so there isn't necessarily an econ… https://t.co/LxHVJgYO91",49,@FoxNews
0.0,Mon Feb 05 23:38:32 +0000 2018,0.0,1.0,0.0,".@RepAdamSchiff: ""The vote was unanimous to release [the Dem's FISA memo]. I think the Republican members understoo… https://t.co/0MKHDqS5Tm",50,@FoxNews
0.0,Mon Feb 05 23:32:53 +0000 2018,0.0,1.0,0.0,".@RepAdamSchiff: ""Once again the committee will focus on what the Russians did to interfere in our election, what w… https://t.co/2g52JKPJXX",51,@FoxNews
-0.4215,Mon Feb 05 23:27:33 +0000 2018,0.135,0.865,0.0,".@RepAdamSchiff: ""As more and more individuals have either been indicted or plead guilty in connection with this in… https://t.co/RKfeB2TRmo",52,@FoxNews
0.7003,Mon Feb 05 23:23:57 +0000 2018,0.0,0.633,0.367,BREAKING: Intelligence Committee approves release of Dems’ rebuttal to FISA memo https://t.co/FqpR43qp2G,53,@FoxNews
-0.6486,Mon Feb 05 23:15:50 +0000 2018,0.301,0.699,0.0,"'Frasier' star John Mahoney star dead at 77, report says https://t.co/hE9g7holCF",54,@FoxNews
0.0,Mon Feb 05 23:11:13 +0000 2018,0.0,1.0,0.0,"TUNE IN: Carter Page joins “The @IngrahamAngle"" to discuss the Nunes memo TONIGHT at 10p ET on Fox News Channel. https://t.co/3KPnRzVhy0",55,@FoxNews
-0.0516,Mon Feb 05 23:02:20 +0000 2018,0.135,0.739,0.126,".@JesseBWatters: ""I think it's good when you use people &amp; their personal stories as a rallying cry for a policy...W… https://t.co/KwZZmehIk4",56,@FoxNews
0.0,Mon Feb 05 22:40:00 +0000 2018,0.0,1.0,0.0,.@mcuban on what he believes contributed to today's stock market decline https://t.co/2k5cXAPtEp,57,@FoxNews
0.2105,Mon Feb 05 22:32:24 +0000 2018,0.075,0.812,0.113,".@mcuban: ""When you have a run-up like we've had since the election, you know, markets don't go in a straight line… https://t.co/m0TRA8jdGW",58,@FoxNews
-0.8126,Mon Feb 05 22:16:37 +0000 2018,0.316,0.684,0.0,Uma Thurman posts crash footage from 'Kill Bill' she says Weinstein and others tried to cover up https://t.co/5bA5EUmc2Y,59,@FoxNews
-0.4019,Mon Feb 05 22:04:30 +0000 2018,0.197,0.803,0.0,.@HillaryClinton again blames 'misogyny and sexism' for 'what happened' in 2016 https://t.co/n0xN4FHmMW,60,@FoxNews
0.0,Mon Feb 05 21:50:07 +0000 2018,0.0,1.0,0.0,New unmanned 'Sea Hunter' ship could revolutionize US Navy operations https://t.co/7hbd5Bmb52,61,@FoxNews
0.0,Mon Feb 05 21:23:18 +0000 2018,0.0,1.0,0.0,".@TeamCavuto on Dow Jones plunge: ""You are looking live at something that in history, and in point terms, we have n… https://t.co/0rSLZcjoar",62,@FoxNews
0.0,Mon Feb 05 21:09:43 +0000 2018,0.0,1.0,0.0,"BREAKING NEWS: Historic plunge - Dow Jones down more than 1,100 at closing bell https://t.co/nTUsdolcK2",63,@FoxNews
0.5994,Mon Feb 05 20:56:22 +0000 2018,0.0,0.794,0.206,Here are the Philadelphia @Eagles who plan to skip the White House Super Bowl visit https://t.co/anZtk81uTY,64,@FoxNews
-0.2755,Mon Feb 05 20:47:32 +0000 2018,0.105,0.895,0.0,".@AshWebsterFBN:  ""For years, we haven't seen anything like this. It's been a slow, steady upward build. And all of… https://t.co/7acgcdgKMM",65,@FoxNews
-0.7269,Mon Feb 05 20:38:59 +0000 2018,0.357,0.643,0.0,Ex-FBI agent lands at CNN after blaming bureau departure on political attacks https://t.co/H23sjNwcKr,66,@FoxNews
0.0,Mon Feb 05 20:25:42 +0000 2018,0.0,1.0,0.0,"RT @FoxBusiness: Dow plunges more than 1,000 points, volatility spikes   https://t.co/kK9PkpMSrE",67,@FoxNews
-0.5719,Mon Feb 05 20:25:23 +0000 2018,0.346,0.654,0.0,"Dow, S&amp;P turn negative for the year https://t.co/caJJ3zlDGQ",68,@FoxNews
0.6249,Mon Feb 05 20:11:42 +0000 2018,0.0,0.823,0.177,".@POTUS: “We’re one team, one people, and one family and we’re saluting one, great American flag and everybody stoo… https://t.co/Ygs9738lEh",69,@FoxNews
0.6249,Mon Feb 05 20:09:40 +0000 2018,0.0,0.83,0.17,".@POTUS: “We’re all in this together. We’re one team, one people, and one family and we’re saluting one, great Amer… https://t.co/8stviyHLBs",70,@FoxNews
0.0,Mon Feb 05 20:05:23 +0000 2018,0.0,1.0,0.0,.@POTUS: “We’ve gone from being one of the highest taxed countries anywhere in the world to being one of the most c… https://t.co/YWawIgGliY,71,@FoxNews
0.4215,Mon Feb 05 19:54:46 +0000 2018,0.099,0.676,0.225,".@POTUS: “Hard-working, patriotic Americans like you are what make this country run and run like no other.” https://t.co/uyYLNRjQPD",72,@FoxNews
0.4767,Mon Feb 05 19:47:39 +0000 2018,0.0,0.866,0.134,.@POTUS on tax reform: “At the heart of our plan is tremendous relief for working families and for small businesses… https://t.co/Rm83WFrPKn,73,@FoxNews
0.0,Mon Feb 05 19:45:09 +0000 2018,0.0,1.0,0.0,".@POTUS: ""After years of wage stagnation...wages are now, for the first time in many years, rising."" https://t.co/ccDczRXgAB",74,@FoxNews
0.0,Mon Feb 05 19:41:25 +0000 2018,0.0,1.0,0.0,".@POTUS: “Your paychecks are going way up, your taxes are going way down…America is once again open for business.” https://t.co/XD46EVZWKC",75,@FoxNews
0.6369,Mon Feb 05 19:36:51 +0000 2018,0.0,0.625,0.375,".@POTUS: ""I love the state of Ohio."" https://t.co/TDSLate8fk",76,@FoxNews
0.0,Mon Feb 05 19:26:02 +0000 2018,0.0,1.0,0.0,College Students Oppose Obama Remarks When Told They're From Trump  https://t.co/lBONZLTynY,77,@FoxNews
0.0,Mon Feb 05 19:20:58 +0000 2018,0.0,1.0,0.0,Get all the need-to-know stories from Fox News in your inbox every morning. https://t.co/66lXfRo668,78,@FoxNews
0.5994,Mon Feb 05 19:16:44 +0000 2018,0.0,0.671,0.329,"Huge, deadly I-44 pile-up in Missouri seen in stunning drone footage https://t.co/S25ILKnyPU",79,@FoxNews
0.0,Mon Feb 05 18:55:37 +0000 2018,0.0,1.0,0.0,Paul Simon announces he is retiring from touring https://t.co/Yy3wkTzcsS,80,@FoxNews
-0.8519,Mon Feb 05 18:55:00 +0000 2018,0.437,0.563,0.0,"YouTube algorithm could be manipulated by 'bad actors,' used for 'fraudulent content,' senator warns… https://t.co/eo2IEynW06",81,@FoxNews
0.0,Mon Feb 05 18:39:52 +0000 2018,0.0,1.0,0.0,"Nunes sets sights on State Department next, says FISA memo only 'phase one' - via @brookefoxnews 
https://t.co/37gtABClkb",82,@FoxNews
0.0,Mon Feb 05 18:38:14 +0000 2018,0.0,1.0,0.0,.@POTUS and @FLOTUS arrive in Ohio ahead of tax speech https://t.co/u2XbVyCioL,83,@FoxNews
0.0,Mon Feb 05 18:25:29 +0000 2018,0.0,1.0,0.0,"California professor calls Trump 'white supremacist,' 'orange reality star' in class syllabus (via @calebparke) https://t.co/FaB31XEcnb",84,@FoxNews
0.5994,Mon Feb 05 18:14:51 +0000 2018,0.0,0.782,0.218,OPINION: Super Bowl MVP Nick Foles gives America a game plan for life (via @FoxNewsOpinion) https://t.co/mgUtISmB8I,85,@FoxNews
-0.8442,Mon Feb 05 17:49:39 +0000 2018,0.403,0.597,0.0,"Edwin Jackson, Indianapolis Colts linebacker, was killed by an illegal immigrant, police say https://t.co/vaTnC8cy3J",86,@FoxNews
-0.1531,Mon Feb 05 17:47:55 +0000 2018,0.151,0.849,0.0,Larry Nassar hit with 40-125 years in final sentencing https://t.co/S7B8MUSSGz,87,@FoxNews
0.0,Mon Feb 05 17:17:41 +0000 2018,0.0,1.0,0.0,Amtrak's deadliest crashes in recent years https://t.co/eiiMZd9fgB,88,@FoxNews
0.5859,Mon Feb 05 16:52:50 +0000 2018,0.0,0.769,0.231,Soldier Surprise: A #Missouri soldier gave his son a special birthday present when he returned home early and surpr… https://t.co/kY56eYRMP9,89,@FoxNews
0.0,Mon Feb 05 16:16:12 +0000 2018,0.0,1.0,0.0,"Clinton associates fed information to Trump dossier author Steele, memo says https://t.co/Q7Zy1ulNcl",90,@FoxNews
0.0,Mon Feb 05 16:14:02 +0000 2018,0.0,1.0,0.0,College Students Oppose Obama Remarks When Told They're From Trump https://t.co/lBONZLTynY,91,@FoxNews
0.0,Mon Feb 05 16:11:20 +0000 2018,0.0,1.0,0.0,TUNE IN: Carter Page joins “The @IngrahamAngle” to discuss the Nunes memo TONIGHT at 10p ET on Fox News Channel. https://t.co/1DXNefEeF0,92,@FoxNews
0.0,Mon Feb 05 16:04:15 +0000 2018,0.0,1.0,0.0,Natalee Holloway's mom sues NBC's Oxygen over claims series found her daughter's remains (via @SashaFB) https://t.co/XjLNbhwXQB,93,@FoxNews
-0.4019,Mon Feb 05 15:45:21 +0000 2018,0.162,0.838,0.0,OPINION: Democrat and ex-CIA: Democrats are hurting themselves in dismissing FBI memo (via @FoxNewsOpinion) https://t.co/mR7kYzB1jQ,94,@FoxNews
0.0,Mon Feb 05 15:41:47 +0000 2018,0.0,1.0,0.0,"Ex-Obama intel bosses snipe at Trump from sidelines amid concern over politicized agencies - via @AdamShawNY
https://t.co/ox3TDHGshg",95,@FoxNews
-0.0516,Mon Feb 05 15:41:21 +0000 2018,0.05,0.95,0.0,RT @MartaDhanis: You can now get 8 weeks of paid family leave in New York State at 50% of your salary ($650 cap/week). It's a groundbreakin…,96,@FoxNews
0.886,Mon Feb 05 15:39:57 +0000 2018,0.0,0.514,0.486,".@budlight to honor Super Bowl bet, provide free beer for Philly (via @FoxBusiness) https://t.co/AvAhzcTARh",97,@FoxNews
0.0,Mon Feb 05 15:31:58 +0000 2018,0.0,1.0,0.0,.@DevinNunes Blasts Adam Schiff: 'Almost 100 Leaks' by Democrats on House Intel Committee https://t.co/D9T77IKSM0,98,@FoxNews
0.7184,Mon Feb 05 15:31:09 +0000 2018,0.0,0.538,0.462,Companies giving bonuses due to tax reform https://t.co/TG5dVvbhzU https://t.co/oa6DYVZtHa,99,@FoxNews
0.0,Tue Feb 06 05:03:01 +0000 2018,0.0,1.0,0.0,Eli Manning and Odell Beckham Jr. learned the routine in 2 days https://t.co/71GQFUOJFo,0,@nytimes
0.0,Tue Feb 06 04:48:06 +0000 2018,0.0,1.0,0.0,There’s something unsettling about the first 30 seconds of the season 2 trailer of “Westworld” https://t.co/wXBD12G8B1,1,@nytimes
0.0,Tue Feb 06 04:33:06 +0000 2018,0.0,1.0,0.0,"4 takeaways from Monday’s stock market sell-off
https://t.co/kP8rD7PSkD",2,@nytimes
-0.4019,Tue Feb 06 04:18:02 +0000 2018,0.109,0.891,0.0,RT @nathanielpopper: The virtual currency boom last year papered over many of the problems in the nascent industry. The scale of those prob…,3,@nytimes
0.0772,Tue Feb 06 04:03:02 +0000 2018,0.0,0.942,0.058,“I don’t want to give birth to a kid wondering if it’s going to live in some kind of ‘Mad Max’ dystopia” https://t.co/hAW5md7NWR,4,@nytimes
-0.743,Tue Feb 06 03:48:02 +0000 2018,0.27,0.73,0.0,2 children in New York City and more than 50 children nationwide have died from flu-related illness this season https://t.co/lElxqgO0EO,5,@nytimes
0.0,Tue Feb 06 03:33:06 +0000 2018,0.0,1.0,0.0,12 shows we’ll be talking about in February https://t.co/3ZizNe3yIV,6,@nytimes
0.3612,Tue Feb 06 03:18:05 +0000 2018,0.0,0.884,0.116,RT @nytopinion: Rebekah Mercer's membership on the board of the American Museum of Natural History presents that institution with a signifi…,7,@nytimes
0.0258,Tue Feb 06 03:05:04 +0000 2018,0.0,0.939,0.061,Engineers were installing a new railway technology meant to prevent crashes on Sunday when an Amtrak train slammed… https://t.co/I8UqzkHLxZ,8,@nytimes
0.0,Tue Feb 06 02:48:07 +0000 2018,0.0,1.0,0.0,RT @NYTFashion: The future of fashion is nonbinary. https://t.co/UtOvpWykqd,9,@nytimes
0.2023,Tue Feb 06 02:33:05 +0000 2018,0.133,0.691,0.176,"Opinion: ""One day, we may all owe a debt of gratitude to Dexter the peacock"" https://t.co/Y8pUyNVYwp",10,@nytimes
